parish;token;cog;vot;pal;height;backness;round;stop;stress;.obs
Agerskov;tæ2;4305;63.3;negpal;mid;front;negrd;t;str;1
Agerskov;ty1;4157;46.5;negpal;high;front;rd;t;negstr;2
Agerskov;pø2;1883;34.4;negpal;mid;front;rd;p;str;3
Agerskov;te1;5492;50.3;negpal;high;front;negrd;t;negstr;4
Agerskov;kø1;2713;66.2;negpal;mid;front;rd;k;negstr;5
Agerskov;te1;6077;55.9;negpal;high;front;negrd;t;negstr;6
Agerskov;ku1;1966;57.6;negpal;high;back;rd;k;negstr;7
Agerskov;koe1;2959;61.4;negpal;low;central;negrd;k;negstr;8
Agerskov;kø2;2679;69.6;negpal;mid;front;rd;k;str;9
Agerskov;par1;2180;28.2;negpal;low;central;negrd;p;negstr;10
Agerskov;ty2;5683;83.9;negpal;high;front;rd;t;str;11
Agerskov;koe1;3556;50;negpal;low;central;negrd;k;negstr;12
Agerskov;te1;4271;52.6;negpal;high;front;negrd;t;negstr;13
Agerskov;kø1;2611;77;negpal;mid;front;rd;k;negstr;14
Agerskov;ku1;2970;41.6;negpal;high;back;rd;k;negstr;15
Agerskov;koe1;3613;56.9;negpal;low;central;negrd;k;negstr;16
Agerskov;te1;5009;99.2;negpal;high;front;negrd;t;negstr;17
Agerskov;to1;3895;57.7;negpal;mid;back;rd;t;negstr;18
Agerskov;koe1;3427;53.9;negpal;low;central;negrd;k;negstr;19
Agerskov;kæ2;2910;58.2;negpal;mid;front;negrd;k;str;20
Agerskov;tæ1;5563;45.3;negpal;mid;front;negrd;t;negstr;21
Agerskov;te1;5019;52.5;negpal;high;front;negrd;t;negstr;22
Agerskov;koe1;2360;69.4;negpal;low;central;negrd;k;negstr;23
Agerskov;kø2;2907;50.8;negpal;mid;front;rd;k;str;24
Agerskov;kø1;2370;54.3;negpal;mid;front;rd;k;negstr;25
Agerskov;ty2;3463;61.4;negpal;high;front;rd;t;str;26
Agerskov;te1;4426;43.5;negpal;high;front;negrd;t;negstr;27
Agerskov;toe2;2965;42.7;negpal;low;central;negrd;t;str;28
Agerskov;tx1;4054;53.9;negpal;mid;central;negrd;t;negstr;29
Agerskov;ty2;3902;48.6;negpal;high;front;rd;t;str;30
Agerskov;ku1;1949;53.1;negpal;high;back;rd;k;negstr;31
Agerskov;par1;1482;10.2;negpal;low;central;negrd;p;negstr;32
Agerskov;ta2;4109;54;negpal;low;front;negrd;t;str;33
Agerskov;tæ2;3905;78;negpal;mid;front;negrd;t;str;34
Agerskov;ta2;3706;54.4;negpal;low;front;negrd;t;str;35
Agerskov;te1;3485;83.1;negpal;high;front;negrd;t;negstr;36
Agerskov;toe1;3982;86.4;negpal;low;central;negrd;t;negstr;37
Agerskov;ku1;2566;40.9;negpal;high;back;rd;k;negstr;38
Agerskov;to1;3910;89.3;negpal;mid;back;rd;t;negstr;39
Agerskov;te1;4133;68.6;negpal;high;front;negrd;t;negstr;40
Agerskov;koe1;2106;48.7;negpal;low;central;negrd;k;negstr;41
Agerskov;te1;4482;46.1;negpal;high;front;negrd;t;negstr;42
Agerskov;koe1;2760;54;negpal;low;central;negrd;k;negstr;43
Agerskov;tar1;5279;41.9;negpal;low;central;negrd;t;negstr;44
Agerskov;ku2;2301;33.1;negpal;high;back;rd;k;str;45
Agerskov;ku1;3179;43.8;negpal;high;back;rd;k;negstr;46
Agerskov;ku1;1497;32.5;negpal;high;back;rd;k;negstr;47
Agerskov;kø2;2756;44.3;negpal;mid;front;rd;k;str;48
Agerskov;po1;2287;35.7;negpal;mid;back;rd;p;negstr;49
Agerskov;te1;4741;77.2;negpal;high;front;negrd;t;negstr;50
Ajstrup;ti2;2273;46.8;negpal;high;front;negrd;t;str;51
Ajstrup;tør2;2577;32;negpal;low;front;rd;t;str;52
Ajstrup;ty1;2345;39.8;negpal;high;front;rd;t;negstr;53
Ajstrup;te1;1750;42.5;negpal;high;front;negrd;t;negstr;54
Ajstrup;to1;3293;27.8;negpal;mid;back;rd;t;negstr;55
Ajstrup;koe1;947;36.2;negpal;low;central;negrd;k;negstr;56
Ajstrup;te1;4739;44.7;negpal;high;front;negrd;t;negstr;57
Ajstrup;te1;5178;32;negpal;high;front;negrd;t;negstr;58
Ajstrup;tør2;2788;62.1;negpal;low;front;rd;t;str;59
Ajstrup;px1;531;17.9;negpal;mid;central;negrd;p;negstr;60
Ajstrup;to1;2159;30.6;negpal;mid;back;rd;t;negstr;61
Ajstrup;ka1;1539;42.1;negpal;low;front;negrd;k;negstr;62
Ajstrup;ka2;2384;34.3;negpal;low;front;negrd;k;str;63
Ajstrup;tør2;2696;53.1;negpal;low;front;rd;t;str;64
Ajstrup;tør2;1045;23.1;negpal;low;front;rd;t;str;65
Ajstrup;te2;3547;35.6;negpal;high;front;negrd;t;str;66
Ajstrup;ta2;3272;32.3;negpal;low;front;negrd;t;str;67
Ajstrup;tja2;4262;59.9;pal;low;front;negrd;t;str;68
Ajstrup;ku1;1892;24.3;negpal;high;back;rd;k;negstr;69
Ajstrup;ty1;3408;46.2;negpal;high;front;rd;t;negstr;70
Ajstrup;tu2;3229;42.9;negpal;high;back;rd;t;str;71
Ajstrup;tør1;3101;43.8;negpal;low;front;rd;t;negstr;72
Ajstrup;te1;1508;12.5;negpal;high;front;negrd;t;negstr;73
Ajstrup;på1;811;13.2;negpal;mid;back;rd;p;negstr;74
Ajstrup;tør2;3331;36.5;negpal;low;front;rd;t;str;75
Ajstrup;tjy1;3236;82.7;pal;high;front;rd;t;negstr;76
Ajstrup;på1;537;18.8;negpal;mid;back;rd;p;negstr;77
Ajstrup;på1;515;33.7;negpal;mid;back;rd;p;negstr;78
Ajstrup;ka2;898;11.5;negpal;low;front;negrd;k;str;79
Ajstrup;tør2;2783;42.2;negpal;low;front;rd;t;str;80
Ajstrup;kja1;2822;64.1;pal;low;front;negrd;k;negstr;81
Ajstrup;ka1;1831;43.8;negpal;low;front;negrd;k;negstr;82
Ajstrup;ti1;2235;23.7;negpal;high;front;negrd;t;negstr;83
Ajstrup;ka1;2629;55.8;negpal;low;front;negrd;k;negstr;84
Ajstrup;på1;498;10.4;negpal;mid;back;rd;p;negstr;85
Ajstrup;tør1;3302;20.2;negpal;low;front;rd;t;negstr;86
Ajstrup;kå2;1159;62;negpal;mid;back;rd;k;str;87
Ajstrup;ko2;1923;69.7;negpal;mid;back;rd;k;str;88
Ajstrup;tør1;2926;31.2;negpal;low;front;rd;t;negstr;89
Ajstrup;te2;3711;44.3;negpal;high;front;negrd;t;str;90
Ajstrup;tx1;4144;48.6;negpal;mid;central;negrd;t;negstr;91
Ajstrup;tør2;2789;34.6;negpal;low;front;rd;t;str;92
Ajstrup;på2;355;15;negpal;mid;back;rd;p;str;93
Ajstrup;tx1;1793;16;negpal;mid;central;negrd;t;negstr;94
Ajstrup;te1;4141;30.5;negpal;high;front;negrd;t;negstr;95
Ajstrup;tør2;3203;41.6;negpal;low;front;rd;t;str;96
Ajstrup;tør2;3026;21.9;negpal;low;front;rd;t;str;97
Als;kjø1;1935;51.3;pal;mid;front;rd;k;negstr;98
Als;te1;930;29.4;negpal;high;front;negrd;t;negstr;99
Als;pe2;640;14.1;negpal;high;front;negrd;p;str;100
Als;te1;4433;81.9;negpal;high;front;negrd;t;negstr;101
Als;ka1;2848;53.1;negpal;low;front;negrd;k;negstr;102
Als;tar2;1433;30.9;negpal;low;central;negrd;t;str;103
Als;koe1;1270;30.2;negpal;low;central;negrd;k;negstr;104
Als;tar2;1785;27.3;negpal;low;central;negrd;t;str;105
Als;ka2;2584;56.1;negpal;low;front;negrd;k;str;106
Als;tar2;1058;24.9;negpal;low;central;negrd;t;str;107
Als;te1;1699;38.6;negpal;high;front;negrd;t;negstr;108
Als;ka1;1446;30.2;negpal;low;front;negrd;k;negstr;109
Als;te1;1823;28.2;negpal;high;front;negrd;t;negstr;110
Als;ta1;1596;22;negpal;low;front;negrd;t;negstr;111
Als;tar2;1307;15;negpal;low;central;negrd;t;str;112
Als;te1;1686;39;negpal;high;front;negrd;t;negstr;113
Als;ka1;2110;52.8;negpal;low;front;negrd;k;negstr;114
Als;tar1;1722;14.7;negpal;low;central;negrd;t;negstr;115
Als;ka1;1508;38.8;negpal;low;front;negrd;k;negstr;116
Als;ka1;2390;41.8;negpal;low;front;negrd;k;negstr;117
Als;ka1;1970;46.4;negpal;low;front;negrd;k;negstr;118
Als;ty1;1602;39.8;negpal;high;front;rd;t;negstr;119
Als;pe2;1130;19.6;negpal;high;front;negrd;p;str;120
Als;te2;1820;15.8;negpal;high;front;negrd;t;str;121
Als;koe1;1194;31;negpal;low;central;negrd;k;negstr;122
Als;ka1;1238;28.8;negpal;low;front;negrd;k;negstr;123
Als;to2;172;35.4;negpal;mid;back;rd;t;str;124
Als;te1;1046;38.2;negpal;high;front;negrd;t;negstr;125
Als;tja2;3436;34.9;pal;low;front;negrd;t;str;126
Als;på1;843;33;negpal;mid;back;rd;p;negstr;127
Als;på1;714;22.9;negpal;mid;back;rd;p;negstr;128
Als;kar2;1216;34.1;negpal;low;central;negrd;k;str;129
Als;ti1;2838;29.1;negpal;high;front;negrd;t;negstr;130
Als;koe1;1152;39.4;negpal;low;central;negrd;k;negstr;131
Als;par1;456;32.3;negpal;low;central;negrd;p;negstr;132
Als;tu2;1183;40.5;negpal;high;back;rd;t;str;133
Als;ku1;1916;27.7;negpal;high;back;rd;k;negstr;134
Als;ka1;2342;39.6;negpal;low;front;negrd;k;negstr;135
Als;kar1;2105;52.8;negpal;low;central;negrd;k;negstr;136
Als;te1;965;62.4;negpal;high;front;negrd;t;negstr;137
Als;to1;757;22.3;negpal;mid;back;rd;t;negstr;138
Als;kø1;1690;44;negpal;mid;front;rd;k;negstr;139
Als;koe1;2192;46.6;negpal;low;central;negrd;k;negstr;140
Als;kjø2;653;41.1;pal;mid;front;rd;k;str;141
Als;ku2;736;51.5;negpal;high;back;rd;k;str;142
Als;på1;492;25.8;negpal;mid;back;rd;p;negstr;143
Als;ko1;885;63.4;negpal;mid;back;rd;k;negstr;144
Als;ku1;591;30.2;negpal;high;back;rd;k;negstr;145
Als;pi2;1036;18.8;negpal;high;front;negrd;p;str;146
Als;på1;751;23.5;negpal;mid;back;rd;p;negstr;147
Ansager;kø2;1698;85.8;negpal;mid;front;rd;k;str;148
Ansager;te1;3661;71.3;negpal;high;front;negrd;t;negstr;149
Ansager;koe1;1024;64.7;negpal;low;central;negrd;k;negstr;150
Ansager;ke1;2693;71.5;negpal;high;front;negrd;k;negstr;151
Ansager;tør1;2699;58.2;negpal;low;front;rd;t;negstr;152
Ansager;tæ1;2796;56.5;negpal;mid;front;negrd;t;negstr;153
Ansager;tæ2;3216;39.4;negpal;mid;front;negrd;t;str;154
Ansager;te1;2885;63.5;negpal;high;front;negrd;t;negstr;155
Ansager;ta1;1886;37.3;negpal;low;front;negrd;t;negstr;156
Ansager;pi1;1154;21.7;negpal;high;front;negrd;p;negstr;157
Ansager;ku1;1551;72;negpal;high;back;rd;k;negstr;158
Ansager;tør1;2381;60.4;negpal;low;front;rd;t;negstr;159
Ansager;tøe2;2254;45;negpal;mid;front;rd;t;str;160
Ansager;koe2;2152;42;negpal;low;central;negrd;k;str;161
Ansager;koe1;1553;60.8;negpal;low;central;negrd;k;negstr;162
Ansager;te1;1601;69.7;negpal;high;front;negrd;t;negstr;163
Ansager;px1;975;21.2;negpal;mid;central;negrd;p;negstr;164
Ansager;ti1;2765;30.7;negpal;high;front;negrd;t;negstr;165
Ansager;ku1;1005;44.3;negpal;high;back;rd;k;negstr;166
Ansager;ku1;1103;39.9;negpal;high;back;rd;k;negstr;167
Ansager;te1;2447;57.8;negpal;high;front;negrd;t;negstr;168
Ansager;koe1;1184;46.4;negpal;low;central;negrd;k;negstr;169
Ansager;te1;2171;69.9;negpal;high;front;negrd;t;negstr;170
Ansager;ti1;2371;21;negpal;high;front;negrd;t;negstr;171
Ansager;te1;2395;58.7;negpal;high;front;negrd;t;negstr;172
Ansager;ti1;3344;48.3;negpal;high;front;negrd;t;negstr;173
Ansager;te1;1691;37.4;negpal;high;front;negrd;t;negstr;174
Ansager;pe1;2418;55.2;negpal;high;front;negrd;p;negstr;175
Ansager;pe2;1570;39.6;negpal;high;front;negrd;p;str;176
Ansager;tx1;2343;27;negpal;mid;central;negrd;t;negstr;177
Ansager;koe1;1564;40.4;negpal;low;central;negrd;k;negstr;178
Ansager;te1;3519;47.9;negpal;high;front;negrd;t;negstr;179
Ansager;tjæ1;3242;52;pal;mid;front;negrd;t;negstr;180
Ansager;te2;3857;29;negpal;high;front;negrd;t;str;181
Ansager;toe1;2113;54.6;negpal;low;central;negrd;t;negstr;182
Ansager;koe1;1271;38.5;negpal;low;central;negrd;k;negstr;183
Ansager;kå1;1116;57;negpal;mid;back;rd;k;negstr;184
Ansager;koe1;960;26.2;negpal;low;central;negrd;k;negstr;185
Ansager;te1;2333;60.7;negpal;high;front;negrd;t;negstr;186
Ansager;te1;3368;45.4;negpal;high;front;negrd;t;negstr;187
Ansager;te1;3537;42.5;negpal;high;front;negrd;t;negstr;188
Ansager;ku2;1312;51.6;negpal;high;back;rd;k;str;189
Ansager;ku1;928;53.2;negpal;high;back;rd;k;negstr;190
Ansager;ko2;834;40.2;negpal;mid;back;rd;k;str;191
Ansager;kja2;4074;76.7;pal;low;front;negrd;k;str;192
Ansager;kjø1;2236;85.8;pal;mid;front;rd;k;negstr;193
Ansager;tør1;1664;58.7;negpal;low;front;rd;t;negstr;194
Ansager;koe2;1301;47.4;negpal;low;central;negrd;k;str;195
Ansager;pe2;1803;33.4;negpal;high;front;negrd;p;str;196
Ansager;te1;2633;110.4;negpal;high;front;negrd;t;negstr;197
Arnborg;par2;420;48.7;negpal;low;central;negrd;p;str;198
Arnborg;kar2;1736;76.1;negpal;low;central;negrd;k;str;199
Arnborg;kår2;707;74.3;negpal;low;back;rd;k;str;200
Arnborg;koe1;731;43;negpal;low;central;negrd;k;negstr;201
Arnborg;koe1;848;28.6;negpal;low;central;negrd;k;negstr;202
Arnborg;tør1;1617;73.9;negpal;low;front;rd;t;negstr;203
Arnborg;tøe2;1693;51.4;negpal;mid;front;rd;t;str;204
Arnborg;koe1;839;36.3;negpal;low;central;negrd;k;negstr;205
Arnborg;te1;1238;22.8;negpal;high;front;negrd;t;negstr;206
Arnborg;tæ2;1599;31.8;negpal;mid;front;negrd;t;str;207
Arnborg;kjo2;1906;49.7;pal;mid;back;rd;k;str;208
Arnborg;te1;2612;52.5;negpal;high;front;negrd;t;negstr;209
Arnborg;koe1;524;29.7;negpal;low;central;negrd;k;negstr;210
Arnborg;to1;1522;42.5;negpal;mid;back;rd;t;negstr;211
Arnborg;to1;1205;18.1;negpal;mid;back;rd;t;negstr;212
Arnborg;koe1;821;38.8;negpal;low;central;negrd;k;negstr;213
Arnborg;te2;3433;49.7;negpal;high;front;negrd;t;str;214
Arnborg;tør1;1089;44.3;negpal;low;front;rd;t;negstr;215
Arnborg;tx1;1537;23.9;negpal;mid;central;negrd;t;negstr;216
Arnborg;te1;1707;35.1;negpal;high;front;negrd;t;negstr;217
Arnborg;tx1;1853;21.5;negpal;mid;central;negrd;t;negstr;218
Arnborg;tx1;1772;39.1;negpal;mid;central;negrd;t;negstr;219
Arnborg;tar2;2165;51.1;negpal;low;central;negrd;t;str;220
Arnborg;to1;1911;46;negpal;mid;back;rd;t;negstr;221
Arnborg;ka1;1411;23.6;negpal;low;front;negrd;k;negstr;222
Arnborg;pæ2;715;21.5;negpal;mid;front;negrd;p;str;223
Arnborg;kjø1;1447;23.3;pal;mid;front;rd;k;negstr;224
Arnborg;te1;2435;33.7;negpal;high;front;negrd;t;negstr;225
Arnborg;tøe1;1866;62.3;negpal;mid;front;rd;t;negstr;226
Arnborg;ku1;566;38;negpal;high;back;rd;k;negstr;227
Arnborg;ty1;1321;57.8;negpal;high;front;rd;t;negstr;228
Arnborg;tx1;1677;15.7;negpal;mid;central;negrd;t;negstr;229
Arnborg;tar2;2498;26.3;negpal;low;central;negrd;t;str;230
Arnborg;tx1;1837;21.7;negpal;mid;central;negrd;t;negstr;231
Arnborg;kå1;719;35.7;negpal;mid;back;rd;k;negstr;232
Arnborg;tør2;1999;67.7;negpal;low;front;rd;t;str;233
Arnborg;te1;2340;37.1;negpal;high;front;negrd;t;negstr;234
Arnborg;kø1;1181;41.9;negpal;mid;front;rd;k;negstr;235
Arnborg;kår2;983;55.8;negpal;low;back;rd;k;str;236
Arnborg;tx1;1906;45.9;negpal;mid;central;negrd;t;negstr;237
Arnborg;ku2;818;33.9;negpal;high;back;rd;k;str;238
Arnborg;te1;2084;28.8;negpal;high;front;negrd;t;negstr;239
Arnborg;tør2;1165;25.1;negpal;low;front;rd;t;str;240
Arnborg;koe2;1068;35.2;negpal;low;central;negrd;k;str;241
Arnborg;koe1;658;19.3;negpal;low;central;negrd;k;negstr;242
Arnborg;tør1;2049;41.9;negpal;low;front;rd;t;negstr;243
Arnborg;ku1;620;25.5;negpal;high;back;rd;k;negstr;244
Arnborg;tar2;1756;45.7;negpal;low;central;negrd;t;str;245
Arnborg;ku1;347;29.6;negpal;high;back;rd;k;negstr;246
Arup;ka1;3037;77.7;negpal;low;front;negrd;k;negstr;247
Arup;ty2;2615;56.9;negpal;high;front;rd;t;str;248
Arup;ty2;2861;53.4;negpal;high;front;rd;t;str;249
Arup;ty2;2729;52.6;negpal;high;front;rd;t;str;250
Arup;to2;1961;26.9;negpal;mid;back;rd;t;str;251
Arup;tx1;1859;34.6;negpal;mid;central;negrd;t;negstr;252
Arup;to2;2286;31.5;negpal;mid;back;rd;t;str;253
Arup;te1;2488;41.6;negpal;high;front;negrd;t;negstr;254
Arup;to2;3157;28.3;negpal;mid;back;rd;t;str;255
Arup;to1;3271;29.1;negpal;mid;back;rd;t;negstr;256
Arup;te1;2843;23.5;negpal;high;front;negrd;t;negstr;257
Arup;to2;2804;31.6;negpal;mid;back;rd;t;str;258
Arup;te1;2801;43.1;negpal;high;front;negrd;t;negstr;259
Arup;ty2;3464;49.3;negpal;high;front;rd;t;str;260
Arup;to2;2574;31.3;negpal;mid;back;rd;t;str;261
Arup;tå2;2871;44.8;negpal;mid;back;rd;t;str;262
Arup;te1;3311;38.9;negpal;high;front;negrd;t;negstr;263
Arup;ku1;2517;43.3;negpal;high;back;rd;k;negstr;264
Arup;te1;2841;25.9;negpal;high;front;negrd;t;negstr;265
Arup;ty1;2916;43.5;negpal;high;front;rd;t;negstr;266
Arup;toe1;3145;41.2;negpal;low;central;negrd;t;negstr;267
Arup;tx1;3984;21.8;negpal;mid;central;negrd;t;negstr;268
Arup;ku1;3868;51.1;negpal;high;back;rd;k;negstr;269
Arup;ta1;3345;26.1;negpal;low;front;negrd;t;negstr;270
Arup;ku1;3207;63.5;negpal;high;back;rd;k;negstr;271
Arup;te1;2891;33.4;negpal;high;front;negrd;t;negstr;272
Arup;te1;2805;38.6;negpal;high;front;negrd;t;negstr;273
Arup;koe1;2955;41.1;negpal;low;central;negrd;k;negstr;274
Arup;te1;3069;41.5;negpal;high;front;negrd;t;negstr;275
Arup;ku1;4173;43.8;negpal;high;back;rd;k;negstr;276
Arup;på1;1045;34.9;negpal;mid;back;rd;p;negstr;277
Arup;pe1;2214;26.1;negpal;high;front;negrd;p;negstr;278
Arup;te1;2950;20.3;negpal;high;front;negrd;t;negstr;279
Arup;te1;3953;29.8;negpal;high;front;negrd;t;negstr;280
Arup;tar1;3150;27.4;negpal;low;central;negrd;t;negstr;281
Arup;te1;2615;25.3;negpal;high;front;negrd;t;negstr;282
Arup;ku1;1667;42.9;negpal;high;back;rd;k;negstr;283
Arup;ta1;3358;29.3;negpal;low;front;negrd;t;negstr;284
Arup;ka1;4532;66.8;negpal;low;front;negrd;k;negstr;285
Arup;på1;2415;40.8;negpal;mid;back;rd;p;negstr;286
Arup;ku2;5914;70.5;negpal;high;back;rd;k;str;287
Arup;te1;2695;23.1;negpal;high;front;negrd;t;negstr;288
Arup;te1;3005;33.2;negpal;high;front;negrd;t;negstr;289
Arup;tx1;3627;33.4;negpal;mid;central;negrd;t;negstr;290
Arup;to1;3647;18.7;negpal;mid;back;rd;t;negstr;291
Arup;tx1;3053;38.6;negpal;mid;central;negrd;t;negstr;292
Arup;ka1;4316;37.5;negpal;low;front;negrd;k;negstr;293
Arup;te1;3770;95.6;negpal;high;front;negrd;t;negstr;294
Arup;ka1;3260;50.5;negpal;low;front;negrd;k;negstr;295
Arup;te1;2574;44.2;negpal;high;front;negrd;t;negstr;296
Asdal;på1;275;28.9;negpal;mid;back;rd;p;negstr;297
Asdal;koe1;914;30.9;negpal;low;central;negrd;k;negstr;298
Asdal;to1;1427;41.8;negpal;mid;back;rd;t;negstr;299
Asdal;tjæ2;1628;49.5;pal;mid;front;negrd;t;str;300
Asdal;ka2;1219;31.2;negpal;low;front;negrd;k;str;301
Asdal;koe1;354;14.3;negpal;low;central;negrd;k;negstr;302
Asdal;på1;536;19.6;negpal;mid;back;rd;p;negstr;303
Asdal;to1;1062;28.6;negpal;mid;back;rd;t;negstr;304
Asdal;tjæ2;1782;44.1;pal;mid;front;negrd;t;str;305
Asdal;tår2;1271;14.7;negpal;low;back;rd;t;str;306
Asdal;på1;953;17.2;negpal;mid;back;rd;p;negstr;307
Asdal;koe1;776;37;negpal;low;central;negrd;k;negstr;308
Asdal;te1;1367;48.3;negpal;high;front;negrd;t;negstr;309
Asdal;kå1;475;15.1;negpal;mid;back;rd;k;negstr;310
Asdal;på1;567;14.9;negpal;mid;back;rd;p;negstr;311
Asdal;ka2;1238;15.5;negpal;low;front;negrd;k;str;312
Asdal;koe1;900;30.8;negpal;low;central;negrd;k;negstr;313
Asdal;tjæ1;1607;30;pal;mid;front;negrd;t;negstr;314
Asdal;to1;2114;35.6;negpal;mid;back;rd;t;negstr;315
Asdal;koe1;1083;16.5;negpal;low;central;negrd;k;negstr;316
Asdal;koe1;886;20.6;negpal;low;central;negrd;k;negstr;317
Asdal;på1;426;26.1;negpal;mid;back;rd;p;negstr;318
Asdal;ka2;1074;48.5;negpal;low;front;negrd;k;str;319
Asdal;tjæ2;2247;30.5;pal;mid;front;negrd;t;str;320
Asdal;te2;1496;36;negpal;high;front;negrd;t;str;321
Asdal;par1;351;19.5;negpal;low;central;negrd;p;negstr;322
Asdal;ke2;1785;45.4;negpal;high;front;negrd;k;str;323
Asdal;koe1;777;26.1;negpal;low;central;negrd;k;negstr;324
Asdal;te2;348;50.5;negpal;high;front;negrd;t;str;325
Asdal;pi2;561;13;negpal;high;front;negrd;p;str;326
Asdal;ty2;2689;39;negpal;high;front;rd;t;str;327
Asdal;ku1;186;27.8;negpal;high;back;rd;k;negstr;328
Asdal;ko2;831;42.2;negpal;mid;back;rd;k;str;329
Asdal;te1;1598;19.1;negpal;high;front;negrd;t;negstr;330
Asdal;ta1;1106;29.5;negpal;low;front;negrd;t;negstr;331
Asdal;tu2;1457;22.6;negpal;high;back;rd;t;str;332
Asdal;ty2;1107;39.7;negpal;high;front;rd;t;str;333
Asdal;te1;719;42.5;negpal;high;front;negrd;t;negstr;334
Asdal;px1;224;30.5;negpal;mid;central;negrd;p;negstr;335
Asdal;koe1;1185;42.5;negpal;low;central;negrd;k;negstr;336
Asdal;ty1;871;34.8;negpal;high;front;rd;t;negstr;337
Asdal;te2;1172;41.3;negpal;high;front;negrd;t;str;338
Asdal;te1;1601;33.7;negpal;high;front;negrd;t;negstr;339
Asdal;te1;1183;29.2;negpal;high;front;negrd;t;negstr;340
Asdal;koe1;645;27.6;negpal;low;central;negrd;k;negstr;341
Asdal;te1;1025;40.8;negpal;high;front;negrd;t;negstr;342
Asdal;koe1;831;25.4;negpal;low;central;negrd;k;negstr;343
Asdal;på;322;17.6;negpal;mid;back;rd;p;str;344
Asserballeskov;te1;3632;58.6;negpal;high;front;negrd;t;negstr;345
Asserballeskov;tar1;3040;51;negpal;low;central;negrd;t;negstr;346
Asserballeskov;toe2;2031;34.8;negpal;low;central;negrd;t;str;347
Asserballeskov;koe1;911;24.4;negpal;low;central;negrd;k;negstr;348
Asserballeskov;toe2;2158;48.6;negpal;low;central;negrd;t;str;349
Asserballeskov;koe1;1322;35.1;negpal;low;central;negrd;k;negstr;350
Asserballeskov;te2;4943;68.6;negpal;high;front;negrd;t;str;351
Asserballeskov;te2;3691;31.3;negpal;high;front;negrd;t;str;352
Asserballeskov;te1;3698;38.7;negpal;high;front;negrd;t;negstr;353
Asserballeskov;te1;3613;45.6;negpal;high;front;negrd;t;negstr;354
Asserballeskov;ta2;3442;24.2;negpal;low;front;negrd;t;str;355
Asserballeskov;koe1;1053;19.9;negpal;low;central;negrd;k;negstr;356
Asserballeskov;te1;4169;47.9;negpal;high;front;negrd;t;negstr;357
Asserballeskov;toe2;2525;45.7;negpal;low;central;negrd;t;str;358
Asserballeskov;koe1;713;12;negpal;low;central;negrd;k;negstr;359
Asserballeskov;te1;2695;44.5;negpal;high;front;negrd;t;negstr;360
Asserballeskov;toe2;5513;58.7;negpal;low;central;negrd;t;str;361
Asserballeskov;tu2;2882;28.8;negpal;high;back;rd;t;str;362
Asserballeskov;kx1;1502;26.8;negpal;mid;central;negrd;k;negstr;363
Asserballeskov;px1;244;27.1;negpal;mid;central;negrd;p;negstr;364
Asserballeskov;ty2;5607;49.8;negpal;high;front;rd;t;str;365
Asserballeskov;te1;4499;57.1;negpal;high;front;negrd;t;negstr;366
Asserballeskov;te1;2989;47.2;negpal;high;front;negrd;t;negstr;367
Asserballeskov;te1;2344;80;negpal;high;front;negrd;t;negstr;368
Asserballeskov;ta2;2658;44.5;negpal;low;front;negrd;t;str;369
Asserballeskov;tu2;2064;54.5;negpal;high;back;rd;t;str;370
Asserballeskov;tu1;2072;33.3;negpal;high;back;rd;t;negstr;371
Asserballeskov;kx1;469;41.3;negpal;mid;central;negrd;k;negstr;372
Asserballeskov;ti1;4006;72;negpal;high;front;negrd;t;negstr;373
Asserballeskov;ti1;3236;97.6;negpal;high;front;negrd;t;negstr;374
Asserballeskov;te1;2989;77.8;negpal;high;front;negrd;t;negstr;375
Asserballeskov;ko1;959;53.1;negpal;mid;back;rd;k;negstr;376
Asserballeskov;ka1;2381;33.6;negpal;low;front;negrd;k;negstr;377
Asserballeskov;tu1;2837;28.9;negpal;high;back;rd;t;negstr;378
Asserballeskov;ko1;1160;33.2;negpal;mid;back;rd;k;negstr;379
Asserballeskov;pa1;613;19.2;negpal;low;front;negrd;p;negstr;380
Asserballeskov;ku1;375;40.8;negpal;high;back;rd;k;negstr;381
Asserballeskov;te1;2094;68.3;negpal;high;front;negrd;t;negstr;382
Asserballeskov;te1;3300;44.1;negpal;high;front;negrd;t;negstr;383
Asserballeskov;te1;2364;59.9;negpal;high;front;negrd;t;negstr;384
Asserballeskov;koe1;824;19.2;negpal;low;central;negrd;k;negstr;385
Asserballeskov;te2;4402;39.5;negpal;high;front;negrd;t;str;386
Asserballeskov;ti2;4899;58;negpal;high;front;negrd;t;str;387
Asserballeskov;ty1;2195;53.9;negpal;high;front;rd;t;negstr;388
Asserballeskov;pe2;493;82.6;negpal;high;front;negrd;p;str;389
Asserballeskov;pe1;1011;48;negpal;high;front;negrd;p;negstr;390
Asserballeskov;te1;1301;42.3;negpal;high;front;negrd;t;negstr;391
Asserballeskov;pæ2;316;36.3;negpal;mid;front;negrd;p;str;392
Asserballeskov;koe1;645;49.6;negpal;low;central;negrd;k;negstr;393
Asserballeskov;te1;1944;27.6;negpal;high;front;negrd;t;negstr;394
Assing;tæ2;2983;30.6;negpal;mid;front;negrd;t;str;395
Assing;ku2;991;84.1;negpal;high;back;rd;k;str;396
Assing;te1;3221;40.1;negpal;high;front;negrd;t;negstr;397
Assing;tør2;4346;37;negpal;low;front;rd;t;str;398
