parish;token;cog;vot;pal;height;backness;round;stop;stress;.obs
SønderVilstrup;par2;1809;60.5;negpal;low;central;negrd;p;str;7746
SønderVilstrup;ka1;2438;66.6;negpal;low;front;negrd;k;negstr;7747
SønderVilstrup;te1;4639;33.7;negpal;high;front;negrd;t;negstr;7748
SønderVilstrup;ku1;1535;41.9;negpal;high;back;rd;k;negstr;7749
SønderVilstrup;te1;5244;39.1;negpal;high;front;negrd;t;negstr;7750
SønderVilstrup;kar2;2238;70.9;negpal;low;central;negrd;k;str;7751
Taps;to1;2089;38.6;negpal;mid;back;rd;t;negstr;7752
Taps;toe1;4027;53.2;negpal;low;central;negrd;t;negstr;7753
Taps;to1;1863;42.3;negpal;mid;back;rd;t;negstr;7754
Taps;koe1;3052;44.5;negpal;low;central;negrd;k;negstr;7755
Taps;to1;2538;41.7;negpal;mid;back;rd;t;negstr;7756
Taps;koe1;3680;26.3;negpal;low;central;negrd;k;negstr;7757
Taps;koe2;1299;38.2;negpal;low;central;negrd;k;str;7758
Taps;ty2;3145;46.3;negpal;high;front;rd;t;str;7759
Taps;koe2;1128;40.8;negpal;low;central;negrd;k;str;7760
Taps;tæ2;5297;65.8;negpal;mid;front;negrd;t;str;7761
Taps;ti2;4255;73.4;negpal;high;front;negrd;t;str;7762
Taps;tæ1;3020;54.9;negpal;mid;front;negrd;t;negstr;7763
Taps;ka1;2022;33.6;negpal;low;front;negrd;k;negstr;7764
Taps;koe2;3771;53.7;negpal;low;central;negrd;k;str;7765
Taps;ki2;2938;54.1;negpal;high;front;negrd;k;str;7766
Taps;toe1;4032;89.1;negpal;low;central;negrd;t;negstr;7767
Taps;tx1;4549;71.4;negpal;mid;central;negrd;t;negstr;7768
Taps;koe1;3820;35.7;negpal;low;central;negrd;k;negstr;7769
Taps;koe2;1680;60.9;negpal;low;central;negrd;k;str;7770
Taps;par1;2644;42.8;negpal;low;central;negrd;p;negstr;7771
Taps;ta1;3921;53.3;negpal;low;front;negrd;t;negstr;7772
Taps;tæ1;3939;32.6;negpal;mid;front;negrd;t;negstr;7773
Taps;toe2;3022;61.6;negpal;low;central;negrd;t;str;7774
Taps;koe1;1128;44.9;negpal;low;central;negrd;k;negstr;7775
Taps;toe1;3164;59.4;negpal;low;central;negrd;t;negstr;7776
Taps;ty1;2541;37.5;negpal;high;front;rd;t;negstr;7777
Taps;koe1;1824;40.5;negpal;low;central;negrd;k;negstr;7778
Taps;ty2;2720;44.6;negpal;high;front;rd;t;str;7779
Taps;koe1;1886;34.2;negpal;low;central;negrd;k;negstr;7780
Taps;toe1;2606;25.9;negpal;low;central;negrd;t;negstr;7781
Taps;kx1;999;48.3;negpal;mid;central;negrd;k;negstr;7782
Taps;ku1;1106;41.2;negpal;high;back;rd;k;negstr;7783
Taps;kx1;2910;21.9;negpal;mid;central;negrd;k;negstr;7784
Taps;toe2;3523;26.7;negpal;low;central;negrd;t;str;7785
Taps;ku1;1956;33.6;negpal;high;back;rd;k;negstr;7786
Taps;tø1;2556;32.1;negpal;mid;front;rd;t;negstr;7787
Taps;toe1;3926;24.2;negpal;low;central;negrd;t;negstr;7788
Taps;ty1;3371;38.4;negpal;high;front;rd;t;negstr;7789
Taps;ta2;4114;39.2;negpal;low;front;negrd;t;str;7790
Taps;te1;4842;53.1;negpal;high;front;negrd;t;negstr;7791
Taps;ta2;5470;61.6;negpal;low;front;negrd;t;str;7792
Taps;ti1;5879;51.7;negpal;high;front;negrd;t;negstr;7793
Taps;poe1;2650;46.5;negpal;low;central;negrd;p;negstr;7794
Taps;te1;3303;42.8;negpal;high;front;negrd;t;negstr;7795
Taps;te1;5464;58.3;negpal;high;front;negrd;t;negstr;7796
Taps;tæ2;4747;56.2;negpal;mid;front;negrd;t;str;7797
Taps;par1;1504;24.5;negpal;low;central;negrd;p;negstr;7798
Taps;ko2;1372;69.4;negpal;mid;back;rd;k;str;7799
Taps;ti2;6083;41.3;negpal;high;front;negrd;t;str;7800
Taps;ko2;3391;54.5;negpal;mid;back;rd;k;str;7801
Tavlov;poe1;1225;92.4;negpal;low;central;negrd;p;negstr;7802
Tavlov;ku1;1211;87.8;negpal;high;back;rd;k;negstr;7803
Tavlov;kar1;2316;67.9;negpal;low;central;negrd;k;negstr;7804
Tavlov;ti1;2794;127.9;negpal;high;front;negrd;t;negstr;7805
Tavlov;ti1;2790;151.7;negpal;high;front;negrd;t;negstr;7806
Tavlov;koe1;1123;66.5;negpal;low;central;negrd;k;negstr;7807
Tavlov;ka1;2557;106.3;negpal;low;front;negrd;k;negstr;7808
Tavlov;ke2;2791;51.6;negpal;high;front;negrd;k;str;7809
Tavlov;te2;3394;94;negpal;high;front;negrd;t;str;7810
Tavlov;kx1;2270;107.4;negpal;mid;central;negrd;k;negstr;7811
Tavlov;tæ2;3513;143.9;negpal;mid;front;negrd;t;str;7812
Tavlov;tæ2;2656;78.9;negpal;mid;front;negrd;t;str;7813
Tavlov;på1;1595;94.7;negpal;mid;back;rd;p;negstr;7814
Tavlov;koe1;2154;57.8;negpal;low;central;negrd;k;negstr;7815
Tavlov;te1;2739;92;negpal;high;front;negrd;t;negstr;7816
Tavlov;kx1;1444;40.8;negpal;mid;central;negrd;k;negstr;7817
Tavlov;te2;2613;88;negpal;high;front;negrd;t;str;7818
Tavlov;koe1;1765;57.7;negpal;low;central;negrd;k;negstr;7819
Tavlov;te1;2288;135.9;negpal;high;front;negrd;t;negstr;7820
Tavlov;ty1;2957;101.6;negpal;high;front;rd;t;negstr;7821
Tavlov;ke1;2908;81.6;negpal;high;front;negrd;k;negstr;7822
Tavlov;tar1;2804;78.1;negpal;low;central;negrd;t;negstr;7823
Tavlov;te2;2927;46.1;negpal;high;front;negrd;t;str;7824
Tavlov;ti1;3217;83.1;negpal;high;front;negrd;t;negstr;7825
Tavlov;tø1;2877;98.2;negpal;mid;front;rd;t;negstr;7826
Tavlov;kår1;1343;72.3;negpal;low;back;rd;k;negstr;7827
Tavlov;pi1;2118;29.8;negpal;high;front;negrd;p;negstr;7828
Tavlov;koe1;1920;63.7;negpal;low;central;negrd;k;negstr;7829
Tavlov;kar1;1952;98.9;negpal;low;central;negrd;k;negstr;7830
Tavlov;koe1;1930;38.9;negpal;low;central;negrd;k;negstr;7831
Tavlov;koe1;2085;43.7;negpal;low;central;negrd;k;negstr;7832
Tavlov;ku1;1449;82.8;negpal;high;back;rd;k;negstr;7833
Tavlov;te1;2596;119.7;negpal;high;front;negrd;t;negstr;7834
Tavlov;kar1;1641;73.7;negpal;low;central;negrd;k;negstr;7835
Tavlov;te1;2729;104.1;negpal;high;front;negrd;t;negstr;7836
Tavlov;te1;3000;86.4;negpal;high;front;negrd;t;negstr;7837
Tavlov;ka1;2491;67.8;negpal;low;front;negrd;k;negstr;7838
Tavlov;kæ2;2738;50.3;negpal;mid;front;negrd;k;str;7839
Tavlov;tø1;2159;80.7;negpal;mid;front;rd;t;negstr;7840
Tavlov;ti1;3767;162.6;negpal;high;front;negrd;t;negstr;7841
Tavlov;tø1;2892;54.4;negpal;mid;front;rd;t;negstr;7842
Tavlov;ka1;2234;49.4;negpal;low;front;negrd;k;negstr;7843
Tavlov;ta1;2137;28.2;negpal;low;front;negrd;t;negstr;7844
Tavlov;te1;2694;56.3;negpal;high;front;negrd;t;negstr;7845
Tavlov;te1;3959;120.7;negpal;high;front;negrd;t;negstr;7846
Tavlov;ki1;3383;68.1;negpal;high;front;negrd;k;negstr;7847
Tavlov;på1;1516;54.7;negpal;mid;back;rd;p;negstr;7848
Tavlov;te1;3037;80.2;negpal;high;front;negrd;t;negstr;7849
Tavlov;te1;2904;44.7;negpal;high;front;negrd;t;negstr;7850
Tavlov;koe1;1672;63.3;negpal;low;central;negrd;k;negstr;7851
Timring;pa2;693;12.3;negpal;low;front;negrd;p;str;7852
Timring;koe1;891;25.1;negpal;low;central;negrd;k;negstr;7853
Timring;te1;1994;54.4;negpal;high;front;negrd;t;negstr;7854
Timring;tæ2;2275;42.9;negpal;mid;front;negrd;t;str;7855
Timring;ty2;3880;71.7;negpal;high;front;rd;t;str;7856
Timring;pe2;1695;41.8;negpal;high;front;negrd;p;str;7857
Timring;te1o;2463;66;negpal;high;front;negrd;t;negstr;7858
Timring;pæ2;240;43.9;negpal;mid;front;negrd;p;str;7859
Timring;pæ2;552;74.9;negpal;mid;front;negrd;p;str;7860
Timring;kå2;994;41;negpal;mid;back;rd;k;str;7861
Timring;ko2;1321;35.4;negpal;mid;back;rd;k;str;7862
Timring;kar2;1619;24.4;negpal;low;central;negrd;k;str;7863
Timring;kar2;797;28.4;negpal;low;central;negrd;k;str;7864
Timring;te1;3501;50;negpal;high;front;negrd;t;negstr;7865
Timring;to2;2943;99.3;negpal;mid;back;rd;t;str;7866
Timring;ko2;1034;38.1;negpal;mid;back;rd;k;str;7867
Timring;te1;3820;31.5;negpal;high;front;negrd;t;negstr;7868
Timring;ko1;1404;41.9;negpal;mid;back;rd;k;negstr;7869
Timring;te1;2647;15.9;negpal;high;front;negrd;t;negstr;7870
Timring;kå2;847;51.9;negpal;mid;back;rd;k;str;7871
Timring;tør2;2967;72.2;negpal;low;front;rd;t;str;7872
Timring;tjæ1;2829;34.2;pal;mid;front;negrd;t;negstr;7873
Timring;pæ2;695;11.9;negpal;mid;front;negrd;p;str;7874
Timring;ko1;785;29.2;negpal;mid;back;rd;k;negstr;7875
Timring;te1;2179;43.6;negpal;high;front;negrd;t;negstr;7876
Timring;te1;1009;46.1;negpal;high;front;negrd;t;negstr;7877
Timring;ti1;4416;48.3;negpal;high;front;negrd;t;negstr;7878
Timring;te1;3263;42.2;negpal;high;front;negrd;t;negstr;7879
Timring;te1;2654;21;negpal;high;front;negrd;t;negstr;7880
Timring;te1;3814;40.9;negpal;high;front;negrd;t;negstr;7881
Timring;te1;3455;38.2;negpal;high;front;negrd;t;negstr;7882
Timring;pe1;1272;69.5;negpal;high;front;negrd;p;negstr;7883
Timring;te1;2976;80;negpal;high;front;negrd;t;negstr;7884
Timring;ka1;1388;45.1;negpal;low;front;negrd;k;negstr;7885
Timring;kar2;1906;29.4;negpal;low;central;negrd;k;str;7886
Timring;tæ2;3967;51.8;negpal;mid;front;negrd;t;str;7887
Timring;te2;3873;31.8;negpal;high;front;negrd;t;str;7888
Timring;te2;3788;46.2;negpal;high;front;negrd;t;str;7889
Timring;tæ2;3413;23.2;negpal;mid;front;negrd;t;str;7890
Timring;tæ2;2582;44.6;negpal;mid;front;negrd;t;str;7891
Timring;tar1;1715;32.4;negpal;low;central;negrd;t;negstr;7892
Timring;te2;3093;54;negpal;high;front;negrd;t;str;7893
Timring;ko1;738;26.4;negpal;mid;back;rd;k;negstr;7894
Timring;te1;3701;25.3;negpal;high;front;negrd;t;negstr;7895
Timring;ka1;1133;22.7;negpal;low;front;negrd;k;negstr;7896
Timring;te1;3773;60.9;negpal;high;front;negrd;t;negstr;7897
Timring;tæ2;4693;75.2;negpal;mid;front;negrd;t;str;7898
Timring;te1;3812;26.5;negpal;high;front;negrd;t;negstr;7899
Timring;tæ2;3596;53.6;negpal;mid;front;negrd;t;str;7900
Tinglev;ti2;3704;84.9;negpal;high;front;negrd;t;str;7901
Tinglev;køe2;1364;52.6;negpal;mid;front;rd;k;str;7902
Tinglev;ti2;4169;57.1;negpal;high;front;negrd;t;str;7903
Tinglev;ty2;2660;48.1;negpal;high;front;rd;t;str;7904
Tinglev;pæ2;2203;47.3;negpal;mid;front;negrd;p;str;7905
Tinglev;tøe2;2780;49.5;negpal;mid;front;rd;t;str;7906
Tinglev;ku1;2462;35.1;negpal;high;back;rd;k;negstr;7907
Tinglev;to2;2489;59.8;negpal;mid;back;rd;t;str;7908
Tinglev;te1;3637;22.9;negpal;high;front;negrd;t;negstr;7909
Tinglev;koe1;2970;47;negpal;low;central;negrd;k;negstr;7910
Tinglev;te1;4254;68;negpal;high;front;negrd;t;negstr;7911
Tinglev;te1;4090;50.9;negpal;high;front;negrd;t;negstr;7912
Tinglev;ti1;4107;67.6;negpal;high;front;negrd;t;negstr;7913
Tinglev;ti1;3717;74.9;negpal;high;front;negrd;t;negstr;7914
Tinglev;kjø2;2199;40.6;pal;mid;front;rd;k;str;7915
Tinglev;koe1;1487;59.6;negpal;low;central;negrd;k;negstr;7916
Tinglev;ti1;3728;52.4;negpal;high;front;negrd;t;negstr;7917
Tinglev;te2;4300;48.1;negpal;high;front;negrd;t;str;7918
Tinglev;koe2;1660;61.1;negpal;low;central;negrd;k;str;7919
Tinglev;koe1;2132;47.3;negpal;low;central;negrd;k;negstr;7920
Tinglev;te2;3704;48.1;negpal;high;front;negrd;t;str;7921
Tinglev;te1;3900;80.2;negpal;high;front;negrd;t;negstr;7922
Tinglev;ta1;3267;75.4;negpal;low;front;negrd;t;negstr;7923
Tinglev;tæ2;3420;59;negpal;mid;front;negrd;t;str;7924
Tinglev;pa1;2033;40.4;negpal;low;front;negrd;p;negstr;7925
Tinglev;tæ2;3596;40.3;negpal;mid;front;negrd;t;str;7926
Tinglev;ty2;2737;56.6;negpal;high;front;rd;t;str;7927
Tinglev;kar2;2403;64.5;negpal;low;central;negrd;k;str;7928
Tinglev;kar2;2622;62.1;negpal;low;central;negrd;k;str;7929
Tinglev;ku2;1889;42.2;negpal;high;back;rd;k;str;7930
Tinglev;ti2;4360;76.6;negpal;high;front;negrd;t;str;7931
Tinglev;ku1;1999;42.7;negpal;high;back;rd;k;negstr;7932
Tinglev;ty2;2976;60.2;negpal;high;front;rd;t;str;7933
Tinglev;pe2;2444;36.6;negpal;high;front;negrd;p;str;7934
Tinglev;ko1;1371;42;negpal;mid;back;rd;k;negstr;7935
Tinglev;ku2;1368;38.8;negpal;high;back;rd;k;str;7936
Tinglev;kæ2;2859;48.4;negpal;mid;front;negrd;k;str;7937
Tinglev;te1;3208;54.2;negpal;high;front;negrd;t;negstr;7938
Tinglev;ta2;2458;60.7;negpal;low;front;negrd;t;str;7939
Tinglev;koe2;1681;57.8;negpal;low;central;negrd;k;str;7940
Tinglev;koe1;1332;35.8;negpal;low;central;negrd;k;negstr;7941
Tinglev;te1;3956;55.5;negpal;high;front;negrd;t;negstr;7942
Tinglev;to2;2408;50.4;negpal;mid;back;rd;t;str;7943
Tinglev;te1;3204;52.1;negpal;high;front;negrd;t;negstr;7944
Tinglev;te2;3621;47.8;negpal;high;front;negrd;t;str;7945
Tinglev;te1;3217;48.3;negpal;high;front;negrd;t;negstr;7946
Tinglev;te1;4166;50.9;negpal;high;front;negrd;t;negstr;7947
Tinglev;te1;3821;68.9;negpal;high;front;negrd;t;negstr;7948
Tinglev;ti2;4222;63.9;negpal;high;front;negrd;t;str;7949
Tinglev;tæ2;3306;45.1;negpal;mid;front;negrd;t;str;7950
Tirslund;tx1;3006;36.2;negpal;mid;central;negrd;t;negstr;7951
Tirslund;par1;2331;24.9;negpal;low;central;negrd;p;negstr;7952
Tirslund;ku1;3326;41;negpal;high;back;rd;k;negstr;7953
Tirslund;kar1;2063;38.5;negpal;low;central;negrd;k;negstr;7954
Tirslund;ku1;1303;36.8;negpal;high;back;rd;k;negstr;7955
Tirslund;kø1;3369;60.2;negpal;mid;front;rd;k;negstr;7956
Tirslund;te1;3524;41.7;negpal;high;front;negrd;t;negstr;7957
Tirslund;ku1;7042;61.5;negpal;high;back;rd;k;negstr;7958
Tirslund;toe1;2424;12;negpal;low;central;negrd;t;negstr;7959
Tirslund;kø1;2168;37.5;negpal;mid;front;rd;k;negstr;7960
Tirslund;te1;3123;29.7;negpal;high;front;negrd;t;negstr;7961
Tirslund;tå1;2539;19.1;negpal;mid;back;rd;t;negstr;7962
Tirslund;kø2;3168;22.9;negpal;mid;front;rd;k;str;7963
Tirslund;tå2;2236;15.3;negpal;mid;back;rd;t;str;7964
Tirslund;ti2;3711;43.3;negpal;high;front;negrd;t;str;7965
Tirslund;tå1;2169;24.9;negpal;mid;back;rd;t;negstr;7966
Tirslund;par1;2426;13.6;negpal;low;central;negrd;p;negstr;7967
Tirslund;toe1;2421;14.4;negpal;low;central;negrd;t;negstr;7968
Tirslund;ka1;2321;47.8;negpal;low;front;negrd;k;negstr;7969
Tirslund;ku1;1455;57.6;negpal;high;back;rd;k;negstr;7970
Tirslund;tå1;2504;29.1;negpal;mid;back;rd;t;negstr;7971
Tirslund;tå1;2802;26.9;negpal;mid;back;rd;t;negstr;7972
Tirslund;ku2;5841;81.4;negpal;high;back;rd;k;str;7973
Tirslund;kå2;2280;83.1;negpal;mid;back;rd;k;str;7974
Tirslund;ti2;4707;67.6;negpal;high;front;negrd;t;str;7975
Tirslund;toe2;1948;15.2;negpal;low;central;negrd;t;str;7976
Tirslund;kø1;1936;29.6;negpal;mid;front;rd;k;negstr;7977
Tirslund;par1;2300;31.7;negpal;low;central;negrd;p;negstr;7978
Tirslund;koe1;3187;33.2;negpal;low;central;negrd;k;negstr;7979
Tirslund;te1;2634;22.2;negpal;high;front;negrd;t;negstr;7980
Tirslund;koe1;4712;40.5;negpal;low;central;negrd;k;negstr;7981
Tirslund;te1;2991;58.5;negpal;high;front;negrd;t;negstr;7982
Tirslund;koe1;2509;29.9;negpal;low;central;negrd;k;negstr;7983
Tirslund;ka1;3301;34.1;negpal;low;front;negrd;k;negstr;7984
Tirslund;ku1;2822;22.5;negpal;high;back;rd;k;negstr;7985
Tirslund;kx1;5981;18.1;negpal;mid;central;negrd;k;negstr;7986
Tirslund;toe2;2941;15.3;negpal;low;central;negrd;t;str;7987
Tirslund;kjø2;2703;44;pal;mid;front;rd;k;str;7988
Tirslund;ka1;2013;21.9;negpal;low;front;negrd;k;negstr;7989
Tirslund;ku1;4254;42.4;negpal;high;back;rd;k;negstr;7990
Tirslund;ti2;2917;32.9;negpal;high;front;negrd;t;str;7991
Tirslund;ty2;2775;48.6;negpal;high;front;rd;t;str;7992
Tirslund;ku1;2633;52.9;negpal;high;back;rd;k;negstr;7993
Tirslund;koe1;2198;56.2;negpal;low;central;negrd;k;negstr;7994
Tirslund;te1;3340;35.9;negpal;high;front;negrd;t;negstr;7995
Tirslund;koe1;4395;62.7;negpal;low;central;negrd;k;negstr;7996
Tirslund;par1;2422;31.7;negpal;low;central;negrd;p;negstr;7997
Tirslund;te1;2826;46;negpal;high;front;negrd;t;negstr;7998
Tirslund;koe1;4485;48.7;negpal;low;central;negrd;k;negstr;7999
Tirslund;ti1;4516;63.5;negpal;high;front;negrd;t;negstr;8000
Tjæreborg;ka1;2566;32.3;negpal;low;front;negrd;k;negstr;8001
Tjæreborg;te2;5743;35.3;negpal;high;front;negrd;t;str;8002
Tjæreborg;kø2;1824;48.5;negpal;mid;front;rd;k;str;8003
Tjæreborg;te1;4047;57.5;negpal;high;front;negrd;t;negstr;8004
Tjæreborg;ti2;5998;65;negpal;high;front;negrd;t;str;8005
Tjæreborg;koe1;2607;36.5;negpal;low;central;negrd;k;negstr;8006
Tjæreborg;på1;1747;52.6;negpal;mid;back;rd;p;negstr;8007
Tjæreborg;te1;2614;33.1;negpal;high;front;negrd;t;negstr;8008
Tjæreborg;ke2;4051;29.9;negpal;high;front;negrd;k;str;8009
Tjæreborg;ko1;1675;67.8;negpal;mid;back;rd;k;negstr;8010
Tjæreborg;ku1;2147;43.4;negpal;high;back;rd;k;negstr;8011
Tjæreborg;te1;5536;52.2;negpal;high;front;negrd;t;negstr;8012
Tjæreborg;koe1;1406;27.7;negpal;low;central;negrd;k;negstr;8013
Tjæreborg;te1;2602;19.5;negpal;high;front;negrd;t;negstr;8014
Tjæreborg;ke2;4145;50.4;negpal;high;front;negrd;k;str;8015
Tjæreborg;ka1;2958;22.8;negpal;low;front;negrd;k;negstr;8016
Tjæreborg;par1;1000;19.4;negpal;low;central;negrd;p;negstr;8017
Tjæreborg;te;5404;68.5;negpal;high;front;negrd;t;str;8018
Tjæreborg;ke2;5557;37.9;negpal;high;front;negrd;k;str;8019
Tjæreborg;ku;2985;68.8;negpal;high;back;rd;k;str;8020
Tjæreborg;koe2;2017;48.6;negpal;low;central;negrd;k;str;8021
Tjæreborg;ku1;1513;65.8;negpal;high;back;rd;k;negstr;8022
Tjæreborg;koe2;2272;48.2;negpal;low;central;negrd;k;str;8023
Tjæreborg;par1;2091;19.1;negpal;low;central;negrd;p;negstr;8024
Tjæreborg;ti1;6706;46.1;negpal;high;front;negrd;t;negstr;8025
Tjæreborg;ka1;1887;35.4;negpal;low;front;negrd;k;negstr;8026
Tjæreborg;te1;2436;10.1;negpal;high;front;negrd;t;negstr;8027
Tjæreborg;ty2;6587;63.5;negpal;high;front;rd;t;str;8028
Tjæreborg;koe1;2642;45.5;negpal;low;central;negrd;k;negstr;8029
Tjæreborg;ka1;1808;36.2;negpal;low;front;negrd;k;negstr;8030
Tjæreborg;ka1;3746;25.5;negpal;low;front;negrd;k;negstr;8031
Tjæreborg;te1;4876;46.5;negpal;high;front;negrd;t;negstr;8032
Tjæreborg;kar1;1753;48.7;negpal;low;central;negrd;k;negstr;8033
Tjæreborg;koe1;1871;36.7;negpal;low;central;negrd;k;negstr;8034
Tjæreborg;ti1;6137;56.1;negpal;high;front;negrd;t;negstr;8035
Tjæreborg;tæ2;4971;43.2;negpal;mid;front;negrd;t;str;8036
Tjæreborg;kår2;2645;39.5;negpal;low;back;rd;k;str;8037
Tjæreborg;ka2;2349;29.8;negpal;low;front;negrd;k;str;8038
Tjæreborg;koe1;1805;32.6;negpal;low;central;negrd;k;negstr;8039
Tjæreborg;te1;5029;39.8;negpal;high;front;negrd;t;negstr;8040
Tjæreborg;koe2;2143;27.5;negpal;low;central;negrd;k;str;8041
Tjæreborg;koe1;1934;28.2;negpal;low;central;negrd;k;negstr;8042
Tjæreborg;koe2;2367;44.6;negpal;low;central;negrd;k;str;8043
Tjæreborg;koe1;2041;36.9;negpal;low;central;negrd;k;negstr;8044
Tjæreborg;te1;2959;36.4;negpal;high;front;negrd;t;negstr;8045
Tjæreborg;ku1;2214;40.4;negpal;high;back;rd;k;negstr;8046
Tjæreborg;te1;3821;45.1;negpal;high;front;negrd;t;negstr;8047
Tjæreborg;pår2;1626;35.6;negpal;low;back;rd;p;str;8048
Tjæreborg;ku1;2051;50.6;negpal;high;back;rd;k;negstr;8049
Toftlund;te1;2527;28.2;negpal;high;front;negrd;t;negstr;8050
Toftlund;pi2;2051;46.5;negpal;high;front;negrd;p;str;8051
Toftlund;kø1;1286;79.9;negpal;mid;front;rd;k;negstr;8052
Toftlund;te1;2906;56.9;negpal;high;front;negrd;t;negstr;8053
Toftlund;tx1;2196;30.5;negpal;mid;central;negrd;t;negstr;8054
Toftlund;ka1;1355;48.7;negpal;low;front;negrd;k;negstr;8055
Toftlund;ti2;3130;43.8;negpal;high;front;negrd;t;str;8056
Toftlund;te1;2224;39.3;negpal;high;front;negrd;t;negstr;8057
Toftlund;te1;2928;58.3;negpal;high;front;negrd;t;negstr;8058
Toftlund;te1;2736;30;negpal;high;front;negrd;t;negstr;8059
Toftlund;to1;1791;29.1;negpal;mid;back;rd;t;negstr;8060
Toftlund;te1;2606;47.3;negpal;high;front;negrd;t;negstr;8061
Toftlund;te1;2706;29.7;negpal;high;front;negrd;t;negstr;8062
Toftlund;ki2;2495;49.6;negpal;high;front;negrd;k;str;8063
Toftlund;ta1;2344;65.8;negpal;low;front;negrd;t;negstr;8064
Toftlund;par1;2112;17.2;negpal;low;central;negrd;p;negstr;8065
Toftlund;te1;2895;23.4;negpal;high;front;negrd;t;negstr;8066
Toftlund;kå1;1494;26.1;negpal;mid;back;rd;k;negstr;8067
Toftlund;te1;2957;24.3;negpal;high;front;negrd;t;negstr;8068
Toftlund;te1;1866;23.8;negpal;high;front;negrd;t;negstr;8069
Toftlund;tø2;2309;43.4;negpal;mid;front;rd;t;str;8070
Toftlund;ku1;1278;39;negpal;high;back;rd;k;negstr;8071
Toftlund;koe1;1517;24.1;negpal;low;central;negrd;k;negstr;8072
Toftlund;tx1;1827;49;negpal;mid;central;negrd;t;negstr;8073
Toftlund;tæ1;2076;22.3;negpal;mid;front;negrd;t;negstr;8074
Toftlund;tø1;2702;45.5;negpal;mid;front;rd;t;negstr;8075
Toftlund;ka1;2904;71.2;negpal;low;front;negrd;k;negstr;8076
Toftlund;kø2;1752;42.3;negpal;mid;front;rd;k;str;8077
Toftlund;te1;2942;43;negpal;high;front;negrd;t;negstr;8078
Toftlund;te1;2231;34.9;negpal;high;front;negrd;t;negstr;8079
Toftlund;kar2;2683;35.9;negpal;low;central;negrd;k;str;8080
Toftlund;kø2;2714;19.2;negpal;mid;front;rd;k;str;8081
Toftlund;pi1;2226;29;negpal;high;front;negrd;p;negstr;8082
Toftlund;kar2;3071;75.1;negpal;low;central;negrd;k;str;8083
Toftlund;ka2;1976;98.6;negpal;low;front;negrd;k;str;8084
Toftlund;ku1;1266;89.7;negpal;high;back;rd;k;negstr;8085
Toftlund;te1;2146;47.5;negpal;high;front;negrd;t;negstr;8086
Toftlund;koe1;1201;33.7;negpal;low;central;negrd;k;negstr;8087
Toftlund;tar2;2530;33;negpal;low;central;negrd;t;str;8088
Toftlund;koe1;1788;79.3;negpal;low;central;negrd;k;negstr;8089
Toftlund;tø1;2455;46.1;negpal;mid;front;rd;t;negstr;8090
Toftlund;koe1;2628;43.7;negpal;low;central;negrd;k;negstr;8091
Toftlund;ta2;2911;29.5;negpal;low;front;negrd;t;str;8092
Toftlund;te1;2891;47;negpal;high;front;negrd;t;negstr;8093
Toftlund;te1;4287;48.1;negpal;high;front;negrd;t;negstr;8094
Toftlund;tøe2;2475;49.2;negpal;mid;front;rd;t;str;8095
Toftlund;ku2;2397;46.5;negpal;high;back;rd;k;str;8096
Toftlund;te1;2429;25;negpal;high;front;negrd;t;negstr;8097
Toftlund;ku1;1469;33.3;negpal;high;back;rd;k;negstr;8098
Toftlund;tå2;2247;34;negpal;mid;back;rd;t;str;8099
Tornby;to1;2619;21.9;negpal;mid;back;rd;t;negstr;8100
Tornby;to1;1308;12.5;negpal;mid;back;rd;t;negstr;8101
Tornby;to1;1874;20.7;negpal;mid;back;rd;t;negstr;8102
Tornby;kår2;1222;31.3;negpal;low;back;rd;k;str;8103
Tornby;ka1;2390;35.5;negpal;low;front;negrd;k;negstr;8104
Tornby;kår1;2688;29.9;negpal;low;back;rd;k;negstr;8105
Tornby;ka1;2089;34.8;negpal;low;front;negrd;k;negstr;8106
Tornby;tjø1;3016;47.3;pal;mid;front;rd;t;negstr;8107
Tornby;ko1;1462;32.5;negpal;mid;back;rd;k;negstr;8108
Tornby;kx1;717;30.5;negpal;mid;central;negrd;k;negstr;8109
Tornby;te1;1259;26.2;negpal;high;front;negrd;t;negstr;8110
Tornby;tøe1;2736;22.1;negpal;mid;front;rd;t;negstr;8111
Tornby;tjy1;3067;88.4;pal;high;front;rd;t;negstr;8112
Tornby;to2;2445;46.6;negpal;mid;back;rd;t;str;8113
Tornby;ku1;680;23.3;negpal;high;back;rd;k;negstr;8114
Tornby;ku1;1006;29.3;negpal;high;back;rd;k;negstr;8115
Tornby;koe1;1158;36.5;negpal;low;central;negrd;k;negstr;8116
Tornby;koe1;1432;30.6;negpal;low;central;negrd;k;negstr;8117
Tornby;te1;2847;25.6;negpal;high;front;negrd;t;negstr;8118
Tornby;koe1;1654;23.9;negpal;low;central;negrd;k;negstr;8119
Tornby;ti1;800;21.1;negpal;high;front;negrd;t;negstr;8120
Tornby;ku1;865;26.2;negpal;high;back;rd;k;negstr;8121
Tornby;te1;1687;20.7;negpal;high;front;negrd;t;negstr;8122
Tornby;ka1;2128;22.7;negpal;low;front;negrd;k;negstr;8123
Tornby;tæ1;1722;18.3;negpal;mid;front;negrd;t;negstr;8124
Tornby;tjy1;3023;69;pal;high;front;rd;t;negstr;8125
Tornby;på1;1014;20.2;negpal;mid;back;rd;p;negstr;8126
